ID,NAME,CATALOG ID,DESCRIPTION,CATEGORY,SUB CATEGORY,MEASURE UNIT,Vendor,Default Vendor,Pref Vendor,Vendor SKU/Part #,Vendor Description,Vendor Item Cost,Vendor Lead Time
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X9_6_X9_6_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x9""-6""x9""-6""x9""",PART-MEP_DUCT_FITTINGS-32546B1B,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 8""x9""-6""x9""-6""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X9_8_X9_3_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x9""-8""x9""-3""x9""",PART-MEP_DUCT_FITTINGS-B43D564D,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 8""x9""-8""x9""-3""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_8_X9_8_X9_4_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 8""x9""-8""x9""-4""x9""",PART-MEP_DUCT_FITTINGS-D691652C,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 8""x9""-8""x9""-4""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_9_X10_9_X10_3_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 9""x10""-9""x10""-3""x10""",PART-MEP_DUCT_FITTINGS-BC298975,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 9""x10""-9""x10""-3""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_9_X10_9_X10_7_X10,"MEP Duct Fittings | Rectangular Tee | Standard | 9""x10""-9""x10""-7""x10""",PART-MEP_DUCT_FITTINGS-D5222B56,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 9""x10""-9""x10""-7""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_9_X9_9_X9_3_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 9""x9""-9""x9""-3""x9""",PART-MEP_DUCT_FITTINGS-150AF220,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 9""x9""-9""x9""-3""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TEE_STANDARD_9_X9_9_X9_6_X9,"MEP Duct Fittings | Rectangular Tee | Standard | 9""x9""-9""x9""-6""x9""",PART-MEP_DUCT_FITTINGS-DAE6EEE5,"MEP rough-in part for Duct Fittings | Rectangular Tee | Standard | 9""x9""-9""x9""-6""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_12_X13_14_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 12""x13""-14""ø",PART-MEP_DUCT_FITTINGS-D2AC5B6A,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 12""x13""-14""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_14_X14_16_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 14""x14""-16""ø",PART-MEP_DUCT_FITTINGS-15E9D764,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 14""x14""-16""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_14_Ø_12_X12,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 14""ø-12""x12""",PART-MEP_DUCT_FITTINGS-81D37A81,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 14""ø-12""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X10_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x10""-3""ø",PART-MEP_DUCT_FITTINGS-006F31DB,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x10""-3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X12_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x12""-3""ø",PART-MEP_DUCT_FITTINGS-6F88A8AE,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x12""-3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X13_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x13""-3""ø",PART-MEP_DUCT_FITTINGS-1A074ED0,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x13""-3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X3_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x3""-3""ø",PART-MEP_DUCT_FITTINGS-8E494B88,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x3""-3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_3_X5_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x5""-3""ø",PART-MEP_DUCT_FITTINGS-E21975AA,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 3""x5""-3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X4_3_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x4""-3""ø",PART-MEP_DUCT_FITTINGS-2F8044E2,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x4""-3""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X4_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x4""-4""ø",PART-MEP_DUCT_FITTINGS-4E4641FA,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x4""-4""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X5_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x5""-4""ø",PART-MEP_DUCT_FITTINGS-3418AAA8,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x5""-4""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X6_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x6""-4""ø",PART-MEP_DUCT_FITTINGS-4FB104AE,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x6""-4""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X7_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x7""-4""ø",PART-MEP_DUCT_FITTINGS-B4D9FA01,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x7""-4""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X8_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x8""-4""ø",PART-MEP_DUCT_FITTINGS-5C5E5484,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x8""-4""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_X9_4_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x9""-4""ø",PART-MEP_DUCT_FITTINGS-E58DDC96,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""x9""-4""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_Ø_3_X3,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""ø-3""x3""",PART-MEP_DUCT_FITTINGS-5224F8CF,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""ø-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_4_Ø_4_X4,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""ø-4""x4""",PART-MEP_DUCT_FITTINGS-9C566D06,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 4""ø-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_5_X5_5_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""x5""-5""ø",PART-MEP_DUCT_FITTINGS-17477F9E,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""x5""-5""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_5_Ø_4_X4,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""ø-4""x4""",PART-MEP_DUCT_FITTINGS-72B39615,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""ø-4""x4""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_5_Ø_4_X5,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""ø-4""x5""",PART-MEP_DUCT_FITTINGS-EA15F7E7,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 5""ø-4""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_X6_5_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x6""-5""ø",PART-MEP_DUCT_FITTINGS-9158C1B0,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x6""-5""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_X7_7_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x7""-7""ø",PART-MEP_DUCT_FITTINGS-F6BCE655,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x7""-7""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_X8_7_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x8""-7""ø",PART-MEP_DUCT_FITTINGS-0723161B,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x8""-7""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_X9_7_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x9""-7""ø",PART-MEP_DUCT_FITTINGS-9D185EE6,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""x9""-7""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_Ø_3_X3,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""ø-3""x3""",PART-MEP_DUCT_FITTINGS-BDBDE16E,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""ø-3""x3""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_6_Ø_5_X5,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""ø-5""x5""",PART-MEP_DUCT_FITTINGS-6D014C9D,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 6""ø-5""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_7_Ø_6_X6,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 7""ø-6""x6""",PART-MEP_DUCT_FITTINGS-40102E0E,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 7""ø-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_8_Ø_6_X6,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-6""x6""",PART-MEP_DUCT_FITTINGS-0B3C1C15,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_8_Ø_6_X7,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-6""x7""",PART-MEP_DUCT_FITTINGS-E7E1CEE7,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-6""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_8_Ø_7_X7,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-7""x7""",PART-MEP_DUCT_FITTINGS-0678185D,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 8""ø-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_9_X10_9_Ø,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""x10""-9""ø",PART-MEP_DUCT_FITTINGS-DBB504F1,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""x10""-9""ø",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_9_Ø_6_X6,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""ø-6""x6""",PART-MEP_DUCT_FITTINGS-033596E3,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""ø-6""x6""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TO_ROUND_TRANSITION_ANGLE_45_DEGREE_9_Ø_7_X8,"MEP Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""ø-7""x8""",PART-MEP_DUCT_FITTINGS-8A7DF48C,"MEP rough-in part for Duct Fittings | Rectangular to Round Transition - Angle | 45 Degree | 9""ø-7""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_10_X10_7_X5,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x10""-7""x5""",PART-MEP_DUCT_FITTINGS-DED1E82C,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x10""-7""x5""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_10_X10_8_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x10""-8""x8""",PART-MEP_DUCT_FITTINGS-75F04021,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x10""-8""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_10_X12_10_X11,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x12""-10""x11""",PART-MEP_DUCT_FITTINGS-1F1BF52C,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 10""x12""-10""x11""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X11_9_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x11""-9""x10""",PART-MEP_DUCT_FITTINGS-A630247A,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x11""-9""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X12_11_X11,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-11""x11""",PART-MEP_DUCT_FITTINGS-5C1F2F96,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-11""x11""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X12_12_X11,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-12""x11""",PART-MEP_DUCT_FITTINGS-86F29C4F,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-12""x11""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X12_12_X8,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-12""x8""",PART-MEP_DUCT_FITTINGS-F85D73C5,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x12""-12""x8""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_11_X7_7_X7,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x7""-7""x7""",PART-MEP_DUCT_FITTINGS-D10066D0,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 11""x7""-7""x7""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X10_12_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x10""-12""x9""",PART-MEP_DUCT_FITTINGS-DD6CFFA4,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x10""-12""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X10_13_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x10""-13""x9""",PART-MEP_DUCT_FITTINGS-C2375050,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x10""-13""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X12_10_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-10""x10""",PART-MEP_DUCT_FITTINGS-4492681F,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-10""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X12_11_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-11""x12""",PART-MEP_DUCT_FITTINGS-D2A1B563,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-11""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X12_12_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-12""x9""",PART-MEP_DUCT_FITTINGS-5302F846,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-12""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X12_9_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-9""x10""",PART-MEP_DUCT_FITTINGS-4474E3CA,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x12""-9""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X13_12_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x13""-12""x12""",PART-MEP_DUCT_FITTINGS-24CEB67C,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x13""-12""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X15_12_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x15""-12""x12""",PART-MEP_DUCT_FITTINGS-14C5C15D,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x15""-12""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X18_12_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x18""-12""x13""",PART-MEP_DUCT_FITTINGS-D5B228CA,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x18""-12""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X22_12_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x22""-12""x13""",PART-MEP_DUCT_FITTINGS-B1030DFA,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x22""-12""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X8_8_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x8""-8""x9""",PART-MEP_DUCT_FITTINGS-7218B363,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x8""-8""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_12_X9_8_X9,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x9""-8""x9""",PART-MEP_DUCT_FITTINGS-DBB19693,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 12""x9""-8""x9""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_13_X13_9_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x13""-9""x10""",PART-MEP_DUCT_FITTINGS-0DFCEB50,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x13""-9""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_13_X14_12_X10,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x10""",PART-MEP_DUCT_FITTINGS-AD43A621,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x10""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_13_X14_12_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x12""",PART-MEP_DUCT_FITTINGS-AAA83CFE,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_13_X14_12_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x13""",PART-MEP_DUCT_FITTINGS-37C78048,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 13""x14""-12""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X13_13_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x13""-13""x13""",PART-MEP_DUCT_FITTINGS-CF97DD6A,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x13""-13""x13""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X14_11_X12,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-11""x12""",PART-MEP_DUCT_FITTINGS-3546AA90,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-11""x12""",Parts,MEP Rough-In,EACH,,,,,,,
MEP_DUCT_FITTINGS_RECTANGULAR_TRANSITION_ANGLE_45_DEGREE_14_X14_14_X13,"MEP Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-14""x13""",PART-MEP_DUCT_FITTINGS-E72CA7DE,"MEP rough-in part for Duct Fittings | Rectangular Transition - Angle | 45 Degree | 14""x14""-14""x13""",Parts,MEP Rough-In,EACH,,,,,,,
